9,0.21484375,0.22265625,0.2265625,0.25390625,0.19921875,0.19921875,0.1796875,0.23828125,0.2109375,0.17578125
109,0.38476562,0.4140625,0.40039062,0.41210938,0.390625,0.390625,0.36914062,0.38476562,0.37890625,0.34179688
209,0.48958334,0.51692706,0.50651044,0.5234375,0.50911456,0.50911456,0.45703125,0.47265625,0.46614584,0.4453125
309,0.5761719,0.5878906,0.57421875,0.5908203,0.5761719,0.5761719,0.53222656,0.52734375,0.53808594,0.51464844
409,0.6265625,0.63671875,0.625,0.6453125,0.634375,0.634375,0.5804688,0.5703125,0.578125,0.5601562
509,0.6614583,0.67903644,0.6640625,0.6829427,0.67122394,0.67122394,0.61002606,0.5996094,0.6074219,0.5885417
609,0.69196427,0.70591515,0.6964286,0.70870537,0.69810265,0.69810265,0.63504463,0.62053573,0.6311384,0.6188616
709,0.7138672,0.72265625,0.7207031,0.7285156,0.7207031,0.7207031,0.6508789,0.64208984,0.6503906,0.64160156
809,0.73567706,0.74088544,0.73480904,0.74522567,0.73828125,0.73828125,0.66710067,0.6597222,0.6623264,0.65581596
909,0.7484375,0.7554687,0.75039065,0.76171875,0.7542969,0.7542969,0.6839844,0.6730469,0.6742188,0.66875
1009,0.7620739,0.76740056,0.7659801,0.7734375,0.76420456,0.76420456,0.69921875,0.68678975,0.6864347,0.684304
1109,0.773112,0.7783203,0.7783203,0.78515625,0.77246094,0.77246094,0.7086589,0.69661456,0.69661456,0.694987
1209,0.7791466,0.7857572,0.7875601,0.7932692,0.78185093,0.78185093,0.71634614,0.7061298,0.70222354,0.70342547
1309,0.7882255,0.79436386,0.797154,0.80189735,0.7896205,0.7896205,0.7262835,0.71316963,0.7098214,0.7123326
1409,0.79609376,0.8013021,0.8023437,0.80677086,0.796875,0.796875,0.73307294,0.72239584,0.71666664,0.7203125
1509,0.80322266,0.8083496,0.8093262,0.8132324,0.8041992,0.8041992,0.7368164,0.72875977,0.7229004,0.7258301
1609,0.8088235,0.81204045,0.81410843,0.81824446,0.81112134,0.81112134,0.7414982,0.7341452,0.72954965,0.73276657
1709,0.8133681,0.8157552,0.81814235,0.8229167,0.8174913,0.8174913,0.7458767,0.7380642,0.7352431,0.73654515
1809,0.8196957,0.8203125,0.8221628,0.8283306,0.82175165,0.82175165,0.7493832,0.7421875,0.74115956,0.739926
1909,0.825,0.825,0.8287109,0.83339846,0.8267578,0.8267578,0.753125,0.7464844,0.74550784,0.7451172
2009,0.8595703,0.8595703,0.86445314,0.8658203,0.8630859,0.8630859,0.78632814,0.7736328,0.77382815,0.7783203
2109,0.8761719,0.87421876,0.8808594,0.8833984,0.8787109,0.8787109,0.79960936,0.7884766,0.7867187,0.7945312
2209,0.8859375,0.8828125,0.89023435,0.8919922,0.8869141,0.8869141,0.8078125,0.79648435,0.7962891,0.8029297
2309,0.8888672,0.8882812,0.8978516,0.8986328,0.8949219,0.8949219,0.8125,0.80078125,0.7984375,0.8101562
2409,0.8912109,0.89160156,0.9021484,0.90117186,0.89804685,0.89804685,0.81464845,0.8044922,0.803125,0.8144531
2509,0.89453125,0.8929688,0.90527344,0.90292966,0.90234375,0.90234375,0.8183594,0.8076172,0.80683595,0.81953126
2609,0.89628905,0.89570314,0.9048828,0.90546876,0.9042969,0.9042969,0.81992185,0.8111328,0.8095703,0.82128906
2709,0.8990234,0.8984375,0.9068359,0.9078125,0.90585935,0.90585935,0.8240234,0.81289065,0.8119141,0.8216797
2809,0.9003906,0.9001953,0.91074216,0.9080078,0.90898436,0.90898436,0.8244141,0.81328124,0.81582034,0.8265625
2909,0.90351564,0.9019531,0.9117187,0.90839845,0.91015625,0.91015625,0.8261719,0.81523436,0.81875,0.8287109
3009,0.9044922,0.9042969,0.9123047,0.909375,0.91308594,0.91308594,0.825,0.8144531,0.8191406,0.82890624
3109,0.9064453,0.9060547,0.9138672,0.90957034,0.9177734,0.9177734,0.82597655,0.815625,0.8179687,0.8279297
3209,0.91074216,0.91015625,0.9140625,0.9121094,0.9201172,0.9201172,0.82851565,0.81464845,0.821875,0.82910156
3309,0.9126953,0.9125,0.91445315,0.9125,0.9212891,0.9212891,0.8275391,0.81777346,0.8232422,0.8265625
3409,0.91367185,0.9125,0.9169922,0.9152344,0.9236328,0.9236328,0.82773435,0.81777346,0.82421875,0.8263672
3509,0.9134766,0.9134766,0.9177734,0.91679686,0.92460936,0.92460936,0.8283203,0.81699216,0.82539064,0.8292969
3609,0.9154297,0.91484374,0.91914064,0.9175781,0.9253906,0.9253906,0.83066404,0.8166016,0.8251953,0.82890624
3709,0.91679686,0.91679686,0.9201172,0.91796875,0.92460936,0.92460936,0.8300781,0.8183594,0.8244141,0.8298828
3809,0.9171875,0.9189453,0.921875,0.9177734,0.9267578,0.9267578,0.8318359,0.81582034,0.82421875,0.8310547
3909,0.9181641,0.91933596,0.9203125,0.91796875,0.92578125,0.92578125,0.83144534,0.81464845,0.82363284,0.8300781
4009,0.91972655,0.9195312,0.9195312,0.9189453,0.925,0.925,0.83203125,0.8162109,0.82773435,0.83144534
4109,0.9199219,0.9205078,0.9212891,0.9199219,0.92714846,0.92714846,0.8316406,0.8162109,0.82910156,0.8328125
4209,0.921875,0.92285156,0.92226565,0.9199219,0.92714846,0.92714846,0.83378905,0.81816405,0.82734376,0.8330078
4309,0.9238281,0.9224609,0.9220703,0.92109376,0.9267578,0.9267578,0.8324219,0.8214844,0.8279297,0.8324219
4409,0.92636716,0.9236328,0.9230469,0.9212891,0.92636716,0.92636716,0.8316406,0.8232422,0.8294922,0.83496094
4509,0.9291016,0.9230469,0.9230469,0.9232422,0.9253906,0.9253906,0.8330078,0.82421875,0.8298828,0.83320314
4609,0.93007815,0.9234375,0.9253906,0.9242188,0.92753905,0.92753905,0.834375,0.8263672,0.8283203,0.8324219
4709,0.9316406,0.9255859,0.9259766,0.9232422,0.9283203,0.9283203,0.8359375,0.82773435,0.82851565,0.8347656
4809,0.9320313,0.9267578,0.92636716,0.92460936,0.928125,0.928125,0.8353516,0.82851565,0.8283203,0.834375
4909,0.9326172,0.92578125,0.9267578,0.9265625,0.92890626,0.92890626,0.8339844,0.82851565,0.8279297,0.8322266
5009,0.9333984,0.92441404,0.9259766,0.9291016,0.9298828,0.9298828,0.8341797,0.8292969,0.8294922,0.8330078
5109,0.9332031,0.925,0.9255859,0.93046874,0.92871094,0.92871094,0.83632815,0.8294922,0.83125,0.83554685
5209,0.9310547,0.9234375,0.9267578,0.9308594,0.92871094,0.92871094,0.8339844,0.8318359,0.8292969,0.8359375
5309,0.93007815,0.9220703,0.92753905,0.9310547,0.9302734,0.9302734,0.83085936,0.8328125,0.8279297,0.8394531
5409,0.93007815,0.92402345,0.9279297,0.9308594,0.93046874,0.93046874,0.8310547,0.8310547,0.8279297,0.840625
5509,0.93046874,0.9216797,0.92714846,0.9294922,0.9296875,0.9296875,0.8328125,0.8330078,0.828125,0.84042966
5609,0.9294922,0.9230469,0.92695314,0.93046874,0.928125,0.928125,0.8328125,0.83378905,0.82890624,0.8394531
5709,0.9308594,0.9234375,0.9277344,0.9320313,0.9291016,0.9291016,0.83339846,0.8335937,0.83144534,0.84101564
5809,0.9298828,0.9232422,0.9279297,0.93300784,0.9277344,0.9277344,0.83203125,0.8376953,0.83203125,0.8423828
5909,0.93007815,0.9232422,0.9296875,0.93242186,0.9296875,0.9296875,0.83339846,0.8382813,0.8318359,0.8435547
6009,0.93007815,0.92402345,0.9285156,0.9332031,0.93125,0.93125,0.83261716,0.83808595,0.83066404,0.8439453
6109,0.9326172,0.9238281,0.92871094,0.93242186,0.93066406,0.93066406,0.8345703,0.83671874,0.8318359,0.84101564
6209,0.93222654,0.92402345,0.9285156,0.93183595,0.93183595,0.93183595,0.83515626,0.8335937,0.83496094,0.8408203
6309,0.93222654,0.92519534,0.9283203,0.9310547,0.9314453,0.9314453,0.83671874,0.8341797,0.8376953,0.83867186
6409,0.93300784,0.92578125,0.9285156,0.9328125,0.9316406,0.9316406,0.840625,0.83203125,0.8373047,0.83632815
6509,0.9328125,0.928125,0.9291016,0.93242186,0.93183595,0.93183595,0.83984375,0.83125,0.8371094,0.8382813
6609,0.93359375,0.9279297,0.92890626,0.9314453,0.9310547,0.9310547,0.83984375,0.8304688,0.8419922,0.8396484
6709,0.93222654,0.9279297,0.9285156,0.93417966,0.9326172,0.9326172,0.8394531,0.8294922,0.84121096,0.8388672
6809,0.9310547,0.9277344,0.9291016,0.9351562,0.9328125,0.9328125,0.8423828,0.83027345,0.8402344,0.83671874
6909,0.9316406,0.9283203,0.93046874,0.9337891,0.9314453,0.9314453,0.8414062,0.8310547,0.8417969,0.84042966
7009,0.93183595,0.92871094,0.93046874,0.93300784,0.93066406,0.93066406,0.84160155,0.83261716,0.8417969,0.84101564
7109,0.93222654,0.92753905,0.92929685,0.93066406,0.9316406,0.9316406,0.84160155,0.83339846,0.8425781,0.8425781
7209,0.9337891,0.9267578,0.9302734,0.92890626,0.93125,0.93125,0.84296876,0.83320314,0.8419922,0.84335935
7309,0.93359375,0.92695314,0.9302734,0.9291016,0.93007815,0.93007815,0.8457031,0.8298828,0.8453125,0.84375
7409,0.93300784,0.92695314,0.9298828,0.93007815,0.9291016,0.9291016,0.8449219,0.8294922,0.8453125,0.8451172
7509,0.9357422,0.92871094,0.9302734,0.9316406,0.9296875,0.9296875,0.84472656,0.82890624,0.8449219,0.84121096
7609,0.9373047,0.92890626,0.9314453,0.9308594,0.9316406,0.9316406,0.84472656,0.82890624,0.8435547,0.8439453
7709,0.9369141,0.9291016,0.9320313,0.9310547,0.9328125,0.9328125,0.8466797,0.82890624,0.84101564,0.8453125
7809,0.93671876,0.93007815,0.9302734,0.93125,0.9333984,0.9333984,0.84472656,0.82890624,0.8414062,0.84472656
7909,0.9359375,0.9298828,0.9283203,0.93242186,0.93183595,0.93183595,0.84589845,0.8294922,0.8408203,0.84648436
8009,0.9355469,0.9296875,0.93066406,0.9308594,0.93222654,0.93222654,0.8486328,0.8304688,0.84121096,0.8460938
8109,0.93535155,0.93066406,0.9302734,0.93222654,0.93242186,0.93242186,0.8492187,0.8304688,0.8396484,0.85078126
8209,0.9351562,0.9294922,0.9294922,0.9339844,0.9332031,0.9332031,0.8474609,0.83203125,0.8376953,0.8503906
8309,0.93476564,0.9291016,0.9283203,0.9326172,0.9332031,0.9332031,0.8453125,0.8298828,0.83632815,0.8492187
8409,0.934375,0.93066406,0.9277344,0.9320313,0.93535155,0.93535155,0.8419922,0.8318359,0.83554685,0.8486328
8509,0.9326172,0.9294922,0.9267578,0.9316406,0.9345703,0.9345703,0.8396484,0.83144534,0.8371094,0.84882814
8609,0.9308594,0.9302734,0.9273437,0.9326172,0.93417966,0.93417966,0.840625,0.8330078,0.83320314,0.846875
8709,0.93222654,0.93007815,0.9267578,0.93242186,0.934375,0.934375,0.83984375,0.83378905,0.83378905,0.8460938
8809,0.9316406,0.92890626,0.9255859,0.9328125,0.9332031,0.9332031,0.83925784,0.834375,0.83261716,0.84628904
8909,0.9302734,0.92929685,0.9255859,0.9332031,0.93535155,0.93535155,0.8394531,0.8341797,0.8324219,0.84453124
9009,0.93007815,0.9294922,0.9273437,0.9339844,0.93535155,0.93535155,0.8388672,0.8330078,0.8318359,0.8435547
9109,0.9302734,0.93046874,0.92890626,0.93535155,0.9345703,0.9345703,0.83847654,0.8330078,0.8339844,0.8431641
9209,0.9314453,0.9302734,0.9279297,0.9363281,0.9351562,0.9351562,0.8394531,0.83203125,0.83691406,0.84101564
9309,0.93125,0.93125,0.92695314,0.93710935,0.93671876,0.93671876,0.8394531,0.83378905,0.83632815,0.84160155
9409,0.9316406,0.9302734,0.92753905,0.9359375,0.93789065,0.93789065,0.8402344,0.8353516,0.83808595,0.84101564
9509,0.9296875,0.93183595,0.92929685,0.9363281,0.9376953,0.9376953,0.84160155,0.8371094,0.8375,0.8451172
9609,0.9283203,0.9328125,0.92890626,0.9375,0.93828124,0.93828124,0.8408203,0.8382813,0.8378906,0.8435547
9709,0.9273437,0.93222654,0.9294922,0.9373047,0.9376953,0.9376953,0.8408203,0.83847654,0.8382813,0.84296876
9809,0.9283203,0.93007815,0.93125,0.93789065,0.9373047,0.9373047,0.8451172,0.8376953,0.8361328,0.8431641
9909,0.92890626,0.93066406,0.9310547,0.9376953,0.9398438,0.9398438,0.8439453,0.83808595,0.8357422,0.84121096
10009,0.9294922,0.92871094,0.9302734,0.9386719,0.9388672,0.9388672,0.84375,0.8371094,0.83515626,0.8414062
10109,0.9291016,0.9277344,0.92929685,0.9376953,0.9392578,0.9392578,0.8435547,0.8396484,0.8353516,0.83925784
10209,0.9285156,0.9283203,0.9296875,0.9373047,0.9388672,0.9388672,0.8439453,0.8414062,0.8353516,0.83867186
10309,0.9294922,0.92890626,0.93242186,0.9388672,0.93964845,0.93964845,0.84628904,0.8417969,0.8339844,0.8417969
10409,0.9291016,0.9277344,0.93359375,0.9386719,0.9376953,0.9376953,0.8451172,0.84101564,0.83378905,0.84277344
10509,0.9291016,0.9291016,0.9337891,0.93828124,0.9388672,0.9388672,0.8484375,0.84277344,0.8335937,0.8423828
10609,0.93066406,0.92929685,0.9339844,0.9375,0.9398438,0.9398438,0.8472656,0.8402344,0.83320314,0.84414065
10709,0.92929685,0.928125,0.93535155,0.93671876,0.93847656,0.93847656,0.8474609,0.840625,0.83378905,0.8451172
10809,0.93125,0.92871094,0.9375,0.9359375,0.9388672,0.9388672,0.84941405,0.8394531,0.8361328,0.84589845
10909,0.9314453,0.9294922,0.9363281,0.9355469,0.9375,0.9375,0.8496094,0.8375,0.834375,0.8460938
11009,0.9314453,0.93007815,0.9373047,0.9339844,0.93710935,0.93710935,0.8521484,0.8382813,0.83496094,0.8457031
11109,0.9320313,0.92890626,0.9357422,0.93417966,0.9375,0.9375,0.85253906,0.8376953,0.8335937,0.84335935
11209,0.9310547,0.93046874,0.93710935,0.9357422,0.93652344,0.93652344,0.85371095,0.8382813,0.8322266,0.84589845
11309,0.93222654,0.92929685,0.93710935,0.93496096,0.9357422,0.9357422,0.85429686,0.8365234,0.83085936,0.8457031
11409,0.93222654,0.9294922,0.93789065,0.93496096,0.93496096,0.93496096,0.8556641,0.83554685,0.8296875,0.8457031
11509,0.93242186,0.9302734,0.9380859,0.9337891,0.9355469,0.9355469,0.8556641,0.8353516,0.8283203,0.84472656
11609,0.9333984,0.9294922,0.9390625,0.93222654,0.93417966,0.93417966,0.85605466,0.8345703,0.8294922,0.8474609
11709,0.9345703,0.9283203,0.93828124,0.93125,0.9339844,0.9339844,0.8552734,0.8341797,0.83144534,0.84648436
11809,0.93476564,0.9298828,0.9386719,0.9291016,0.9351562,0.9351562,0.8546875,0.8324219,0.8335937,0.8460938
11909,0.93476564,0.93046874,0.94003904,0.92890626,0.93476564,0.93476564,0.85488284,0.8318359,0.83496094,0.8449219
12009,0.9339844,0.93242186,0.94023436,0.9291016,0.9345703,0.9345703,0.853125,0.834375,0.8357422,0.8451172
12109,0.934375,0.9314453,0.94140625,0.9298828,0.9355469,0.9355469,0.8529297,0.8318359,0.83691406,0.8443359
12209,0.93496096,0.9320313,0.9417969,0.9298828,0.93671876,0.93671876,0.853125,0.83125,0.8376953,0.8449219
12309,0.934375,0.93359375,0.94003904,0.9291016,0.93710935,0.93710935,0.853125,0.8322266,0.8388672,0.84414065
12409,0.9357422,0.93359375,0.9386719,0.9296875,0.93671876,0.93671876,0.8582031,0.83496094,0.8417969,0.8453125
12509,0.9361328,0.9320313,0.93964845,0.93066406,0.9375,0.9375,0.8570312,0.8347656,0.84101564,0.8457031
12609,0.9359375,0.9316406,0.9394531,0.9316406,0.9363281,0.9363281,0.85664064,0.83691406,0.8414062,0.84648436
12709,0.9357422,0.93222654,0.93847656,0.93125,0.93652344,0.93652344,0.8558594,0.8353516,0.8394531,0.846875
12809,0.93496096,0.9310547,0.9361328,0.9310547,0.93671876,0.93671876,0.8527344,0.83515626,0.8400391,0.84707034
12909,0.9351562,0.9314453,0.9359375,0.9320313,0.9380859,0.9380859,0.85371095,0.83671874,0.84121096,0.84824216
13009,0.93535155,0.93125,0.9326172,0.93359375,0.9392578,0.9392578,0.85410154,0.8376953,0.8417969,0.8484375
13109,0.93476564,0.9320313,0.9333984,0.93476564,0.9386719,0.9386719,0.85058594,0.8371094,0.8408203,0.84941405
13209,0.9357422,0.93125,0.93300784,0.9328125,0.9394531,0.9394531,0.8492187,0.8371094,0.8425781,0.8472656
13309,0.9355469,0.9320313,0.93300784,0.9328125,0.9412109,0.9412109,0.8496094,0.8388672,0.84121096,0.84707034
13409,0.93671876,0.93222654,0.93222654,0.9326172,0.9410156,0.9410156,0.84824216,0.8382813,0.83867186,0.8453125
13509,0.9375,0.93066406,0.9296875,0.93242186,0.9404297,0.9404297,0.8466797,0.8373047,0.83925784,0.8453125
13609,0.9375,0.92929685,0.9294922,0.9339844,0.94082034,0.94082034,0.84707034,0.8365234,0.8388672,0.8425781
13709,0.9369141,0.93222654,0.9291016,0.9339844,0.9404297,0.9404297,0.8480469,0.83632815,0.8373047,0.8419922
13809,0.93671876,0.9314453,0.9285156,0.93535155,0.940625,0.940625,0.84882814,0.8376953,0.8376953,0.8425781
13909,0.9369141,0.93066406,0.9277344,0.934375,0.940625,0.940625,0.84902346,0.8400391,0.83808595,0.84472656
14009,0.93710935,0.9302734,0.92890626,0.93417966,0.94199216,0.94199216,0.8501953,0.840625,0.83867186,0.84277344
14109,0.9373047,0.9326172,0.9294922,0.93242186,0.9388672,0.9388672,0.8503906,0.840625,0.83847654,0.84160155
